player,squad,pos,age,minutes,npg_per90,ast_per90,sh_per90,sot_per90,crosses_per90,interceptions_per90,tackles_won_per90,fouls_per90,fouled_per90,offsides_per90,market_value_eur,xg_p90,npxg_p90,xa_p90,kp_p90,shots_p90,xg_chain_p90,goals,assists,gk_save_pct,gk_cs_pct,team_goals_against,team_ga_per_game,team_defense_score,team_goals_for,team_gf_per_game,team_attack_score,nationality,tm_position,tm_photo,ss_rating,pass_pct,long_ball_pct,cross_acc_pct,dribble_success_pct,tackles_won_pct,aerial_won_pct,ground_duels_won_pct,total_duels_won_pct,key_passes_per90,big_chances_created_per90,clearances_per90,blocked_shots_per90,outfielder_blocks_per90,interceptions_per90_ss,recoveries_per90,aerial_won_per90,tackles_won_per90_ss,ground_duels_won_per90,errors_per90,possession_won_att_per90,successful_dribbles_per90,final_third_passes_per90,gk_saves_per90,gk_clean_sheets,gk_high_claims_per90,gk_runs_out_per90,gk_punches_per90,gk_crosses_not_claimed,ss_appearances,ss_minutes,norm_key,tm_contract_until,tm_id,tm_contract_checked_at,tm_joined_date,tm_contract_signal
Jonathan Ikone,Paris FC,"MF,FW",27,1100,0.25,0.08,2.05,0.49,0.574,0.41,1.23,1.066,1.475,0.246,4000000.0,0.295,0.295,0.206,1.138,2.033,0.597,3,1,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,France,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/324690-1697179025.jpg?lm=1,6.81,83.84,66.67,16.67,52.94,76.47,29.41,49.07,46.4,1.143,0.49,0.572,0.817,0.082,0.327,4.247,0.408,1.062,4.328,0.0,0.653,1.47,9.147,0.0,0.0,0.0,0.0,0.0,0.0,23.0,1102.0,jonathan ikone,2027-06-30,324690.0,2026-07-09T08:47:27,2025-09-01,
Julien López,Paris FC,"FW,MF",33,45,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0.069,0,0,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,Algeria,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/170506-1781886881.jpg?lm=1,6.48,86.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.6,0.0,0.0,0.0,0.0,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,0.0,5.0,50.0,julien lopez,,,,,
Kevin Trapp,Paris FC,GK,35,1980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.119,0,0,66.7,31.8,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,Germany,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/45672-1724772525.jpg?lm=1,6.95,69.37,34.13,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.727,0.0,0.0,0.045,8.409,0.182,0.0,0.136,0.045,0.0,0.0,0.545,2.682,7.0,0.591,0.455,0.227,0.0,22.0,1980.0,kevin trapp,2028-06-30,45672.0,2026-07-09T08:47:27,2025-08-19,
Lohann Doucet,Paris FC,MF,22,121,0.74,0.0,1.49,0.74,0.0,0.0,0.0,3.077,0.769,0.0,500000.0,0.483,0.483,0.073,3.158,1.579,0.587,1,0,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,Burkina Faso,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/830265-1741881062.jpg?lm=1,6.58,91.07,83.33,0.0,66.67,0.0,0.0,33.33,30.77,2.126,0.0,2.126,0.0,0.709,0.0,3.543,0.0,0.0,2.835,1.417,0.709,1.417,9.921,0.0,0.0,0.0,0.0,0.0,0.0,5.0,127.0,lohann doucet,2027-06-30,830265.0,2026-07-09T08:47:27,2024-07-01,
Luca Koleosho,Paris FC,MF,20,554,0.49,0.16,2.76,1.62,2.419,0.484,2.419,1.613,0.645,0.161,6000000.0,0.476,0.476,0.288,1.393,2.959,1.005,3,1,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,Italy,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/745461-1759159569.jpg?lm=1,6.93,76.06,62.5,13.33,30.43,62.5,18.18,47.3,43.53,1.657,0.331,0.994,0.497,0.166,0.663,5.967,0.331,2.486,5.801,0.0,0.497,1.16,9.779,0.0,0.0,0.0,0.0,0.0,0.0,16.0,543.0,luca koleosho,,,,,
Marshall Munetsi,Paris FC,MF,29,975,0.37,0.09,1.75,0.83,0.0,0.278,0.741,1.111,0.833,0.093,15000000.0,0.378,0.378,0.077,0.64,1.736,0.385,4,1,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,Zimbabwe,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/414908-1723836952.png?lm=1,6.81,71.43,40.0,0.0,38.46,53.85,50.0,41.94,46.03,0.636,0.0,2.27,0.272,0.182,0.272,3.179,2.906,0.636,2.361,0.182,0.363,0.454,4.904,0.0,3.0,0.0,0.0,0.0,0.0,15.0,991.0,marshall munetsi,,,,,
Mathieu Cafaro,Paris FC,FW,28,152,0.0,0.0,4.14,0.59,4.118,0.0,0.0,1.176,2.353,1.176,1500000.0,0.241,0.241,0.163,2.03,4.737,0.59,0,0,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,France,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/399383-1727721832.jpg?lm=1,6.58,81.13,50.0,28.57,50.0,0.0,100.0,50.0,55.56,1.698,0.0,0.566,0.566,0.0,0.0,2.264,0.566,0.0,2.264,0.0,0.0,0.566,9.057,0.0,0.0,0.0,0.0,0.0,0.0,10.0,159.0,mathieu cafaro,2027-06-30,399383.0,2026-07-09T08:47:27,2025-02-03,
Maxime Lopez,Paris FC,MF,27,1960,0.0,0.14,0.6,0.28,3.807,0.505,0.78,1.239,0.367,0.229,5000000.0,0.055,0.055,0.242,2.008,0.593,0.723,0,3,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,France,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/290862-1692883050.jpg?lm=1,6.84,89.33,56.25,23.17,36.0,73.91,28.57,37.38,36.84,1.974,0.551,0.459,0.23,0.138,0.505,4.546,0.092,0.781,1.837,0.092,0.551,0.413,16.99,0.0,4.0,0.0,0.0,0.0,0.0,26.0,1960.0,maxime lopez,2027-06-30,290862.0,2026-07-09T08:47:27,2024-08-29,
Mohamed Benoit Dao,Paris FC,FW,18,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,Cote d'Ivoire,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mohamed benoit dao,,,,,
Moses Simon,Paris FC,"MF,FW",30,2001,0.13,0.13,1.53,0.49,6.441,0.36,0.495,0.676,0.856,0.495,7000000.0,0.126,0.126,0.189,1.44,1.484,0.422,3,3,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,Nigeria,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/274862-1703065226.jpg?lm=1,6.77,84.54,46.15,27.66,44.62,71.43,22.22,37.65,34.85,1.423,0.311,0.667,0.4,0.044,0.4,3.024,0.356,0.445,2.712,0.0,0.534,1.29,6.403,0.0,2.0,0.0,0.0,0.0,0.0,29.0,2024.0,moses simon,2028-06-30,274862.0,2026-07-09T08:47:27,2025-07-01,
Moustapha Mbow,Paris FC,DF,25,2717,0.0,0.03,0.33,0.1,0.066,1.258,1.093,0.894,0.53,0.033,9000000.0,0.0,0.0,0.03,0.09,0.33,0.0,0,1,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,Senegal,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/649026-1779366442.jpg?lm=1,6.87,91.7,62.05,100.0,85.71,57.69,64.58,60.83,62.5,0.133,0.033,5.302,0.033,0.961,1.292,4.473,2.054,0.994,2.419,0.066,0.099,0.199,3.446,0.0,8.0,0.0,0.0,0.0,0.0,31.0,2716.0,moustapha mbow,2028-06-30,649026.0,2026-07-09T08:47:27,2023-07-20,
Nhoa Sangui,Paris FC,DF,19,1737,0.0,0.0,0.21,0.05,1.917,1.088,0.725,0.259,0.881,0.104,10000000.0,0.028,0.028,0.065,0.888,0.209,0.386,0,0,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,France,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/955281-1723838815.png?lm=1,6.6,86.39,37.74,32.43,40.0,53.85,43.75,61.63,58.82,0.873,0.103,2.877,0.051,0.257,0.873,4.366,0.36,0.719,2.723,0.154,0.103,0.514,7.449,0.0,4.0,0.0,0.0,0.0,0.0,26.0,1752.0,nhoa sangui,2030-06-30,955281.0,2026-07-09T08:47:27,2025-07-01,
Nouha Dicko,Paris FC,"FW,MF",33,72,1.25,1.25,5.0,2.5,2.5,0.0,0.0,5.0,5.0,2.5,250000.0,1.066,1.066,0.528,1.765,8.824,1.539,1,1,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,Mali,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/173750-1652434003.jpg?lm=1,6.67,76.92,50.0,0.0,0.0,0.0,37.5,50.0,43.75,0.918,0.918,0.0,0.0,0.0,0.0,0.918,2.755,0.0,3.673,0.0,0.918,0.0,2.755,0.0,0.0,0.0,0.0,0.0,0.0,8.0,98.0,nouha dicko,,,,,
Obed Nkambadio,Paris FC,GK,22,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000000.0,0.0,0.0,0.001,0.083,0.0,0.292,0,0,55.3,8.3,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,France,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/750878-1750172738.jpg?lm=1,6.43,79.58,35.33,0.0,0.0,0.0,100.0,50.0,75.0,0.083,0.0,1.0,0.0,0.0,0.0,8.083,0.167,0.0,0.083,0.167,0.0,0.0,0.417,2.25,1.0,0.333,0.667,0.417,0.0,12.0,1080.0,obed nkambadio,2027-06-30,750878.0,2026-07-09T08:47:27,2023-07-01,
Otavio Ataide,Paris FC,DF,23,1901,0.05,0.0,0.57,0.14,0.284,1.28,1.374,1.137,1.564,0.047,10000000.0,0.0,0.05,0.0,0.0,0.57,0.0,1,0,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,Brazil,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/818495-1708599170.png?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,otavio ataide,,,,,
Pierre Lees-Melou,Paris FC,MF,32,1782,0.05,0.15,1.36,0.3,0.657,1.01,1.768,1.414,1.212,0.0,4500000.0,0.0,0.05,0.15,0.4499999999999999,1.36,0.0,1,3,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,France,Defensive Midfield,https://img.a.transfermarkt.technology/portrait/medium/377393-1710182831.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,pierre lees-melou,2027-06-30,377393.0,2026-07-09T08:47:27,2025-08-28,
Pierre-Yves Hamel,Paris FC,FW,31,78,0.0,0.0,0.0,0.0,0.0,1.111,0.0,2.222,0.0,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0.117,0,0,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,France,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/203504-1583142506.jpg?lm=1,6.25,66.67,0.0,0.0,0.0,0.0,40.0,0.0,25.0,0.0,0.0,0.0,0.0,1.139,1.139,2.278,2.278,0.0,0.0,0.0,1.139,0.0,3.418,0.0,0.0,0.0,0.0,0.0,0.0,2.0,79.0,pierre-yves hamel,,,,,
Rudy Matondo,Paris FC,MF,17,743,0.24,0.0,1.09,0.61,0.964,0.602,1.687,1.807,1.687,0.0,20000000.0,0.0,0.24,0.0,0.0,1.09,0.0,2,0,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,France,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/1241211-1750676329.jpg?lm=1,6.67,87.08,44.0,30.77,66.67,78.57,32.0,51.61,48.32,0.331,0.0,1.325,0.397,0.199,0.728,4.106,0.53,1.457,4.238,0.066,0.199,0.927,5.563,0.0,1.0,0.0,0.0,0.0,0.0,27.0,1359.0,rudy matondo,2028-06-30,1241211.0,2026-07-09T08:47:27,2026-02-02,
Samir Chergui,Paris FC,DF,26,1154,0.08,0.0,1.01,0.31,0.469,1.016,0.938,1.094,0.312,0.078,3000000.0,0.135,0.135,0.011,0.156,1.011,0.353,1,0,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,Algeria,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/668167-1780326022.jpg?lm=1,6.48,90.02,50.0,33.33,60.0,50.0,48.78,58.14,53.57,0.156,0.0,2.494,0.468,0.468,0.857,3.351,1.558,0.701,1.948,0.0,0.0,0.234,4.519,0.0,1.0,0.0,0.0,0.0,0.0,15.0,1155.0,samir chergui,2021-01-01,668167.0,2026-07-09T08:47:27,2021-01-01,
Thibault De Smet,Paris FC,DF,27,1144,0.0,0.08,0.31,0.0,2.047,0.787,0.866,0.866,1.024,0.079,1800000.0,0.014,0.014,0.028,0.312,0.312,0.362,0,1,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,Belgium,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/340177-1723835956.png?lm=1,6.45,84.57,34.0,15.38,50.0,47.83,66.67,54.93,57.3,0.392,0.078,4.08,0.078,0.157,0.628,3.609,0.942,0.863,3.06,0.078,0.235,0.235,6.356,0.0,2.0,0.0,0.0,0.0,0.0,17.0,1147.0,thibault de smet,2027-06-30,340177.0,2026-07-09T08:47:27,2025-07-01,
Timothée Kolodziejczak,Paris FC,DF,33,662,0.0,0.0,0.14,0.14,0.0,0.946,0.811,1.081,0.135,0.0,150000.0,0.006,0.006,0.005,0.273,0.136,0.155,0,0,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/84085-1501486541.jpg?lm=1,6.48,90.32,45.0,0.0,100.0,55.56,38.46,57.89,46.67,0.267,0.0,4.941,0.0,0.401,1.068,4.006,1.335,0.668,1.469,0.267,0.0,0.134,3.605,0.0,2.0,0.0,0.0,0.0,0.0,11.0,674.0,timothee kolodziejczak,,,,,
Tuomas Ollila,Paris FC,DF,25,308,0.0,0.0,1.17,0.29,2.647,1.176,0.294,0.882,1.765,0.294,400000.0,0.037,0.037,0.047,0.303,1.212,0.155,0,0,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,Finland,Left-Back,https://img.a.transfermarkt.technology/portrait/medium/433887-1726155378.png?lm=1,6.63,72.8,30.77,33.33,50.0,50.0,58.33,61.11,60.0,0.281,0.0,2.812,0.281,0.0,0.844,3.375,1.969,0.281,3.094,0.562,0.0,0.562,4.219,0.0,1.0,0.0,0.0,0.0,0.0,10.0,320.0,tuomas ollila,2027-06-30,433887.0,2026-07-09T08:47:27,2024-01-29,
Vincent Marchetti,Paris FC,MF,28,825,0.22,0.11,2.62,0.76,0.109,0.543,1.413,1.304,0.435,0.109,1500000.0,0.24,0.24,0.067,0.451,2.707,0.612,2,1,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,France,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/374040-1629979268.jpg?lm=1,6.66,87.53,39.29,100.0,76.92,83.33,54.55,48.48,50.0,0.429,0.107,2.467,0.858,0.322,0.429,3.647,1.287,1.609,3.433,0.0,0.215,1.073,8.045,0.0,0.0,0.0,0.0,0.0,0.0,23.0,839.0,vincent marchetti,2027-06-30,374040.0,2026-07-09T08:47:27,2024-01-29,
Willem Geubbels,Paris FC,FW,23,1013,0.36,0.0,2.67,0.8,0.796,0.531,0.177,1.681,0.265,0.885,5000000.0,0.521,0.453,0.048,0.622,2.665,0.529,5,0,,,50,1.4705882352941178,0.5531914893617021,47,1.3823529411764706,0.4000000000000001,France,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/463620-1755009181.png?lm=1,6.56,69.86,100.0,0.0,14.29,66.67,43.66,15.56,32.76,0.618,0.0,1.148,0.353,0.265,0.53,2.296,2.738,0.177,0.618,0.0,0.707,0.088,4.416,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1019.0,willem geubbels,2030-06-30,463620.0,2026-07-09T08:47:27,2025-08-17,
Abdelhamid Ait Boudlal,Rennes,DF,19,1403,0.13,0.06,0.83,0.26,0.128,1.154,0.705,0.897,0.641,0.064,12000000.0,0.117,0.117,0.034,0.064,0.838,0.287,2,1,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,Morocco,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/1134251-1758528519.jpg?lm=1,6.88,88.66,53.33,50.0,55.56,63.64,55.07,57.53,56.34,0.064,0.064,5.534,0.064,1.081,1.208,3.943,2.417,0.89,2.671,0.127,0.191,0.636,2.799,0.0,2.0,0.0,0.0,0.0,0.0,20.0,1415.0,abdelhamid ait boudlal,2028-06-30,1134251.0,2026-07-09T08:47:35,2024-07-02,
Alexander Legendre,Rennes,MF,17,45,0.0,0.0,2.0,0.0,6.0,0.0,0.0,2.0,2.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alexander legendre,,,,,
Alidu Seidu,Rennes,DF,25,1186,0.0,0.08,0.38,0.08,0.833,1.288,1.667,1.212,2.348,0.227,6000000.0,0.007,0.007,0.088,0.603,0.377,0.427,0,1,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,Ghana,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/798404-1679507806.jpg?lm=1,6.86,91.81,69.39,36.36,50.0,60.0,51.85,65.18,62.59,0.608,0.228,2.734,0.0,0.152,1.291,6.759,1.063,1.595,5.544,0.228,0.076,0.532,11.924,0.0,2.0,0.0,0.0,0.0,0.0,21.0,1185.0,alidu seidu,2029-06-30,798404.0,2026-07-09T08:47:35,2024-01-29,
Anthony Rouault,Rennes,DF,24,1724,0.05,0.0,0.47,0.16,0.0,0.938,0.677,1.354,0.417,0.0,12000000.0,0.134,0.134,0.009,0.313,0.47,0.332,1,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,France,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/690799-1723707069.jpg?lm=1,7.03,88.24,44.0,0.0,75.0,52.0,57.69,45.57,51.59,0.313,0.0,5.795,0.157,1.044,0.992,3.132,2.349,0.679,1.879,0.104,0.0,0.157,6.682,0.0,7.0,0.0,0.0,0.0,0.0,21.0,1724.0,anthony rouault,2029-06-30,690799.0,2026-07-09T08:47:35,2025-02-03,
Arnaud Nordin,Rennes,"FW,MF",27,570,0.16,0.32,3.16,0.79,2.857,0.0,0.952,1.27,2.698,0.159,4000000.0,0.208,0.208,0.217,0.922,3.072,0.487,1,3,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,France,Right Winger,https://img.a.transfermarkt.technology/portrait/medium/324811-1752587724.jpg?lm=1,6.72,78.48,40.0,33.33,40.0,66.67,21.43,52.46,46.67,0.785,0.471,0.942,0.785,0.0,0.0,2.984,0.471,0.942,5.026,0.0,0.314,0.942,5.969,0.0,0.0,0.0,0.0,0.0,0.0,10.0,573.0,arnaud nordin,2026-07-01,324811.0,2026-07-09T08:47:35,2026-07-01,NEW
Bertuğ Yıldırım,Rennes,FW,23,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,10.849,90.0,0.0,10.849,0,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,Türkiye,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/672803-1759748214.jpg?lm=1,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,bertug yildirim,,,,,
Breel Embolo,Rennes,FW,28,1872,0.38,0.14,1.97,0.87,0.337,0.192,0.673,2.308,2.788,0.673,15000000.0,0.435,0.435,0.071,0.722,1.973,0.569,9,3,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,Switzerland,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/237662-1779793638.jpg?lm=1,6.67,70.44,41.67,14.29,34.09,68.42,42.65,44.66,44.16,0.721,0.096,0.913,0.288,0.192,0.192,2.788,1.394,0.625,4.423,0.0,0.673,0.721,4.423,0.0,2.0,0.0,0.0,0.0,0.0,31.0,1872.0,breel embolo,2029-06-30,237662.0,2026-07-09T08:47:35,2025-09-01,
Brice Samba,Rennes,GK,31,2880,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7000000.0,0.0,0.0,0.002,0.062,0.0,0.199,0,0,65.9,31.3,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,France,Goalkeeper,https://img.a.transfermarkt.technology/portrait/medium/191056-1602242038.jpg?lm=1,6.95,77.45,39.71,0.0,0.0,50.0,87.5,75.0,81.25,0.062,0.0,0.625,0.0,0.0,0.0,7.969,0.219,0.031,0.188,0.125,0.0,0.0,0.844,2.719,10.0,0.594,0.781,0.156,0.0,32.0,2880.0,brice samba,2029-06-30,191056.0,2026-07-09T08:47:35,2025-01-08,
Christopher Wooh,Rennes,DF,23,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.429,0.0,0.0,5000000.0,0.0,0.0,0.0,0.0,0.0,0.467,0,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,Cameroon,Centre-Back,https://img.a.transfermarkt.technology/portrait/medium/572326-1757070323.png?lm=1,5.0,94.74,0.0,0.0,100.0,0.0,0.0,50.0,50.0,0.0,0.0,8.438,0.0,0.0,0.0,0.0,0.0,0.0,1.406,0.0,0.0,1.406,4.219,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,christopher wooh,,,,,
Djaoui Cissé,Rennes,MF,21,981,0.0,0.0,2.2,0.55,2.477,0.459,2.018,1.651,0.917,0.0,10000000.0,0.071,0.071,0.078,1.212,2.238,0.414,0,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,France,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/931160-1740392570.jpg?lm=1,6.66,80.7,52.63,14.81,37.5,51.52,35.71,48.57,47.06,1.168,0.0,0.539,0.808,0.449,0.539,4.85,0.449,1.527,4.581,0.0,0.719,0.808,12.216,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1002.0,djaoui cisse,2030-06-30,931160.0,2026-07-09T08:47:35,2024-07-01,
Esteban Lepaul,Rennes,FW,25,2511,0.61,0.18,3.01,1.33,0.609,0.108,0.179,0.824,0.538,0.287,35000000.0,0.0,0.61,0.18,0.54,3.01,0.0,17,5,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,France,Centre-Forward,https://img.a.transfermarkt.technology/portrait/medium/461607-1750956916.png?lm=1,7.04,77.46,55.56,21.05,33.33,57.14,44.33,33.33,39.04,0.766,0.1,0.566,0.633,0.0,0.067,1.899,1.432,0.133,0.999,0.0,0.566,0.3,3.731,0.0,3.0,0.0,0.0,0.0,0.0,34.0,2702.0,esteban lepaul,2030-06-30,461607.0,2026-07-09T08:47:35,2025-08-28,
Fabian Rieder,Rennes,MF,23,133,0.0,0.0,0.68,0.0,0.667,1.333,1.333,1.333,0.667,0.0,12000000.0,0.009,0.009,0.172,1.25,0.625,0.306,0,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,Switzerland,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/507341-1773671220.jpg?lm=1,6.4,82.35,0.0,0.0,0.0,66.67,25.0,28.57,27.78,1.295,0.647,1.295,0.0,0.647,1.295,3.885,0.647,1.295,2.59,0.0,0.647,0.0,5.827,0.0,0.0,0.0,0.0,0.0,0.0,3.0,139.0,fabian rieder,,,,,
Glen Kamara,Rennes,MF,29,61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.857,0.0,2000000.0,0.0,0.0,0.0,0.0,0.0,0.504,0,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,Finland,Central Midfield,https://img.a.transfermarkt.technology/portrait/medium/242632-1663177745.jpg?lm=1,6.6,91.23,100.0,0.0,0.0,0.0,100.0,66.67,80.0,0.0,0.0,0.0,0.0,0.0,0.0,8.571,2.857,0.0,2.857,0.0,0.0,0.0,14.286,0.0,0.0,0.0,0.0,0.0,0.0,4.0,63.0,glen kamara,2028-06-30,242632.0,2026-07-09T08:47:35,2024-07-16,
Hans Hateboer,Rennes,"DF,MF",31,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1800000.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,Netherlands,Right-Back,https://img.a.transfermarkt.technology/portrait/medium/275303-1661509184.jpg?lm=1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,hans hateboer,,,,,
Henrick Do Marcolino,Rennes,FW,19,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,France,Attacking Midfield,https://img.a.transfermarkt.technology/portrait/medium/default.jpg?lm=1,0.0,33.33,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,90.0,0.0,45.0,45.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,henrick do marcolino,,,,,
Ibrahim Salah,Rennes,MF,23,35,0.0,0.0,2.57,0.0,0.0,0.0,2.5,0.0,5.0,2.5,1800000.0,0.199,0.199,0.0,0.0,4.091,1.576,0,0,,,50,1.4705882352941178,0.5531914893617021,59,1.7352941176470589,0.6666666666666669,Morocco,Left Winger,https://img.a.transfermarkt.technology/portrait/medium/928323-1756734497.jpg?lm=1,6.6,100.0,0.0,0.0,0.0,100.0,50.0,60.0,57.14,0.0,0.0,2.25,2.25,0.0,0.0,2.25,2.25,2.25,6.75,0.0,0.0,0.0,11.25,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,ibrahim salah,,,,,
